update,frames,FPS,duration,,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,,return_mean,return_std,return_min,return_max,teach_reward_mean,teach_reward_mean_std,teach_intrinr_mean,teach_intrinr_std,difficulty,goal_count,reached_per_mean,goal_entropy,goal_value,goal_policy_loss,goal_value_loss,goal_grad_norm,teacher_return_mean,teacher_return_std,teacher_return_min,teacher_return_max
527,2698240,216.7660273,14425,,1.571843517,0.774770919,0,2.963999987,25.1515,37.67774605,3,100,1.318811166,0.340087107,0.020975391,0.010949009,0.082873878,,0.753736491,0.378673124,0,0.97299999,1.488565765,0.893817899,-0.297750012,0.033465467,23,1.0185,1.125,5.868471622,1.515915394,-0.143636405,0.690445304,0.411870724,1.493986515,0.895142734,-0.600000024,2.151000023
528,2703360,195.9909187,14451,,1.540006016,0.796723831,0,2.963999987,26.7165,38.69781813,3,100,1.322901833,0.321648975,0.024811413,0.015459961,0.124740277,,0.738101491,0.388945837,0,0.97299999,1.453567514,0.917849196,-0.297500012,0.03526684,23,1.018,1.1,5.868024826,1.45458281,0.103815347,0.970161319,0.662296172,1.458851514,0.919033851,-0.600000024,2.151000023
529,2708480,188.1899606,14478,,1.522381016,0.805919491,0,2.963999987,27.6015,39.19616943,3,100,1.254978275,0.32349709,0.00400381,0.009530448,0.120141059,,0.729286492,0.394001243,0,0.97299999,1.435541764,0.928987089,-0.296750012,0.040180063,23,1.0185,1.125,5.870034218,1.359815121,-0.15345417,0.750386655,2.409869189,1.440336513,0.930108529,-0.600000024,2.151000023
530,2713600,185.2752856,14506,,1.515823016,0.808316561,0,2.954999924,27.8825,39.35693959,3,100,1.207415301,0.358823369,-0.00406133,0.012987829,0.102441439,,0.726507492,0.39558242,0,0.97299999,1.430892514,0.932115816,-0.296500012,0.041686329,23,1.0175,1.075,5.869159222,1.436793447,-0.040029384,0.827063024,0.203565824,1.435107514,0.933002193,-0.600000024,2.151000023
531,2718720,190.9244204,14533,,1.504134016,0.815653773,0,2.954999924,28.4715,39.71431968,3,100,1.147473562,0.362843867,0.006946749,0.006013494,0.087165663,,0.720606493,0.399174651,0,0.97299999,1.417678013,0.939895787,-0.296000012,0.044542115,23,1.018,1.1,5.866794586,1.572802067,-0.0844367,0.641446531,0.544259305,1.422256513,0.940311336,-0.600000024,2.151000023
532,2723840,194.7738347,14559,,1.496147516,0.821146029,0,2.954999924,28.946,40.0507938,3,100,1.113015538,0.365723814,0.002916969,0.010465668,0.114904023,,0.715785993,0.402553469,0,0.97299999,1.40607393,0.946416379,-0.295083345,0.049054887,23,1.021,1.233333333,5.865288734,1.636030674,0.126267761,0.947057545,1.711429714,1.411386013,0.946396843,-0.600000024,2.151000023
533,2728960,187.6800697,14586,,1.480910514,0.827530139,0,2.954999924,29.7645,40.45739784,3,100,1.11638844,0.355085243,0.013109048,0.010186084,1.282554231,,0.707669493,0.406618644,0,0.97299999,1.389814678,0.95540829,-0.294583345,0.051489953,23,1.0225,1.291666667,5.868406773,1.536885977,0.151688367,0.867462575,1.386417812,1.394069512,0.956320711,-0.900000036,2.151000023
534,2734080,188.2114451,14614,,1.476857014,0.827690667,0,2.954999924,29.965,40.59935683,3,100,1.114424884,0.381483355,-0.002059787,0.006246001,0.094061561,,0.705664994,0.407976511,0,0.97299999,1.386269428,0.957382895,-0.294083345,0.053810302,23,1.0235,1.291666667,5.869496346,1.423824191,-0.257224053,0.558670223,2.938818413,1.390165011,0.958439111,-0.900000036,2.151000023
535,2739200,187.1518626,14641,,1.474852514,0.829987478,0,2.954999924,30.0715,40.68790223,3,100,1.116008705,0.367509931,0.003350043,0.005993071,0.084724704,,0.704556494,0.408872811,0,0.97299999,1.382899427,0.959125081,-0.293833345,0.054932029,23,1.0245,1.341666667,5.868662357,1.484203339,-0.075664669,0.78221792,0.248813199,1.38730651,0.960014605,-0.900000036,2.151000023
536,2744320,199.0360804,14667,,1.476753013,0.828023137,0,2.954999924,29.892,40.65746347,3,100,1.106725639,0.369698401,0.000770755,0.005721763,0.082116186,,0.706321994,0.408484602,0,0.97299999,1.387160677,0.957416425,-0.293833345,0.054932029,23,1.0235,1.241666667,5.866900444,1.639428496,-0.292084813,0.556539476,1.195428912,1.39132201,0.958084004,-0.900000036,2.151000023
537,2749440,193.0911425,14693,,1.493752014,0.817165333,0,2.954999924,28.9835,40.22800303,3,100,1.122226244,0.374831231,-0.00630075,0.004966879,0.08107421,,0.715348494,0.404127079,0,0.97299999,1.407972928,0.946308776,-0.294083345,0.053810302,23,1.0225,1.191666667,5.865490913,1.561958551,-0.033635177,0.883308589,1.155660001,1.411198511,0.946869735,-0.900000036,1.97300005
538,2754560,201.0106535,14719,,1.519025014,0.80203754,0,2.963999987,27.5955,39.497606,3,100,1.090570641,0.383479378,-0.007792192,0.007001197,0.081983147,,0.729090494,0.396863216,0,0.97299999,1.437444678,0.929762113,-0.294583345,0.051489953,23,1.0215,1.091666667,5.867881775,1.427187085,-0.073185049,0.78776449,0.566074112,1.440490511,0.930497994,-0.900000036,1.97300005
539,2759680,193.2799508,14745,,1.553604015,0.779419477,0,2.963999987,25.7495,38.4732472,3,100,1.145245796,0.376452968,-0.000379065,0.002427335,0.044550481,,0.747454493,0.386448179,0,0.97299999,1.477558679,0.905116123,-0.295583345,0.04648708,23,1.0195,0.941666667,5.865165234,1.510632753,-0.26233831,0.60104847,0.587815297,1.480204512,0.906258291,-0.900000036,1.97300005
540,2764800,190.1342991,14772,,1.561396015,0.775006445,0,2.963999987,25.295,38.2898939,3,100,1.168470579,0.373102385,0.000161944,0.003335675,0.057344569,,0.751894993,0.384553116,0,0.97299999,1.486299179,0.900342914,-0.295833345,0.045146367,23,1.0195,0.941666667,5.862875938,1.584551096,-0.108552754,0.809020996,1.112825478,1.488695012,0.901919849,-0.900000036,1.97300005
541,2769920,199.6833744,14798,,1.575080514,0.76554725,0,2.963999987,24.5745,37.79262428,3,100,1.205149186,0.363761248,0.007045104,0.003029144,0.061358847,,0.759129493,0.379497915,0,0.97299999,1.502526928,0.88910731,-0.296583345,0.040851952,23,1.018,0.866666667,5.863216877,1.59955287,-0.289600849,0.50681901,0.800399432,1.504629512,0.891073655,-0.900000036,1.97300005
542,2775040,200.3733184,14823,,1.574812014,0.767106608,0,2.963999987,24.3755,37.6920217,3,100,1.230167615,0.374147975,-0.003907984,0.001861621,0.053638136,,0.761070493,0.378498117,0,0.97299999,1.505301511,0.889543224,-0.298250012,0.029528588,23,1.012,0.6,5.859904289,1.58087182,0.075150326,0.8794595,1.702835532,1.506820511,0.891467518,-0.600000024,1.97300005
543,2780160,182.6902645,14851,,1.581487513,0.7622269,0,2.963999987,24.024,37.42435603,3,100,1.192399943,0.38452332,-0.018956145,0.006967035,0.088865303,,0.764583993,0.375840177,0,0.97299999,1.513115011,0.883909018,-0.298500012,0.027345018,23,1.0115,0.575,5.862636089,1.452132821,0.078748778,0.840084374,0.410099873,1.514534011,0.885969254,-0.600000024,1.97300005
544,2785280,188.5500417,14879,,1.582929013,0.760596223,0,2.963999987,23.908,37.32414146,3,100,1.155865204,0.381681824,-0.007665086,0.006136429,0.083683578,,0.765777993,0.37479922,0,0.97299999,1.51711851,0.881484712,-0.298750012,0.02496873,23,1.0095,0.525,5.861875534,1.44666326,-0.164244696,0.554892898,1.566721299,1.51777801,0.883626034,-0.600000024,1.97300005
545,2790400,176.7369295,14908,,1.585690512,0.758268244,0,2.963999987,23.781,37.22014292,3,100,1.190045971,0.387104459,-0.000350389,0.005053739,0.080486552,,0.767070993,0.373731124,0,0.97299999,1.52036151,0.878804996,-0.298750012,0.02496873,23,1.0095,0.525,5.859016895,1.455413222,0.165359259,0.957266688,0.481361713,1.52102101,0.880950403,-0.600000024,1.97300005
546,2795520,197.4865421,14933,,1.592619011,0.754673921,0,2.963999987,23.5565,36.99811898,3,100,1.20833981,0.38708124,-0.012873041,0.005748348,0.098148532,,0.769391493,0.371463385,0,0.97299999,1.525236009,0.873943854,-0.299000012,0.022338308,23,1.0105,0.625,5.859347343,1.506619096,-0.115008004,0.571427822,1.00062714,1.526441509,0.876273984,-0.600000024,1.97300005
547,2800640,194.253997,14960,,1.591660011,0.759056955,0,2.963999987,23.678,37.09753787,3,100,1.188488644,0.396210058,-0.009023419,0.005263447,0.084194467,,0.768147993,0.372500365,0,0.97299999,1.521277509,0.876529157,-0.298750012,0.02496873,23,1.012,0.8,5.852013588,1.672814846,-0.065501995,0.637997746,0.503940722,1.523298009,0.878372072,-0.600000024,1.97300005
548,2805760,201.4378606,14985,,1.59784001,0.754869606,0,2.963999987,23.315,36.83983951,3,100,1.226683021,0.398637252,0.000184454,0.001684045,0.049188431,,0.771764992,0.369906184,0,0.97299999,1.530012759,0.870235029,-0.298750012,0.02496873,23,1.0105,0.775,5.851647854,1.674401283,0.119927704,0.99504292,2.34280373,1.531915008,0.871521976,-0.600000024,1.97300005
549,2810880,202.9230274,15011,,1.602831511,0.751981123,0,2.963999987,23.079,36.63371069,3,100,1.250101697,0.4090994,-0.000212136,0.00119033,0.049484487,,0.774188992,0.367760218,0,0.97299999,1.536025259,0.864313048,-0.298500012,0.027345018,23,1.01,0.75,5.856131554,1.498795152,-0.288583726,0.553646863,1.233323446,1.538889008,0.864273309,-0.600000024,1.97300005
550,2816000,192.6488815,15037,,1.59875451,0.755742047,0,2.954999924,23.24,36.74791695,3,100,1.25983023,0.410143633,-0.007959993,0.003998278,0.070059875,,0.772539992,0.369002727,0,0.97299999,1.531783008,0.867951633,-0.298500012,0.027345018,23,1.0095,0.725,5.856240749,1.387763262,-0.008187383,0.894658923,0.422076573,1.534790008,0.867575553,-0.600000024,1.97300005
551,2821120,184.1628414,15065,,1.61098501,0.74957925,0,2.954999924,22.809,36.43691149,3,100,1.277272159,0.396400987,0.001640661,0.006310787,0.092382032,,0.776868992,0.365796901,0,0.97299999,1.539995258,0.859739334,-0.298250012,0.029528588,23,1.013,0.95,5.858727455,1.442947388,-0.02907523,0.898101687,0.433852926,1.544419008,0.859259733,-0.600000024,1.97300005
552,2826240,191.1161054,15092,,1.61816501,0.746911239,0,2.97300005,22.4935,36.2005519,3,100,1.253091174,0.417561835,0.002491987,0.001929899,0.053949198,,0.780008492,0.363428362,0,0.97299999,1.545357008,0.854490572,-0.298250012,0.029528588,23,1.014,1,5.858570099,1.577561975,-0.235800475,0.476792961,0.986709876,1.551158508,0.853165261,-0.600000024,1.97300005
553,2831360,196.8942339,15118,,1.617636509,0.748499274,0,2.97300005,22.431,36.18500019,3,100,1.291373765,0.411656645,0.003978664,0.001782657,0.050026557,,0.780520992,0.363430584,0,0.97299999,1.544466508,0.856210127,-0.298500012,0.027345018,23,1.0135,0.925,5.856111526,1.683015943,0.010542206,0.97542578,2.867725312,1.550671007,0.854479895,-0.600000024,1.97300005
554,2836480,179.2628394,15146,,1.626685509,0.744652417,0,2.97300005,21.9975,35.92364811,3,100,1.304033762,0.38307495,0.002143052,0.004929699,0.087726353,,0.784772491,0.360802437,0,0.97299999,1.552956508,0.84950475,-0.298250012,0.029528588,23,1.014,1.05,5.861368656,1.590708852,-0.213342398,0.705553055,1.427848099,1.559822508,0.847036518,-0.600000024,1.97300005
555,2841600,192.2593657,15173,,1.62078501,0.748265787,0,2.97300005,22.226,36.17463094,3,100,1.309032607,0.384732611,0.011233468,0.007302123,0.102946667,,0.782465991,0.363234738,0,0.97299999,1.548448008,0.853418169,-0.297750012,0.033465467,23,1.014,1,5.863108635,1.440533638,-0.226481438,0.66346103,1.338730515,1.555266008,0.850517845,-0.600000024,1.97300005
556,2846720,202.5945439,15198,,1.61465351,0.754206689,0,2.97300005,22.522,36.45691314,3,100,1.350540257,0.388975911,0.002329681,0.010777591,0.101656732,,0.779501991,0.365984611,0,0.97299999,1.540657758,0.859616676,-0.298000012,0.031559468,23,1.0135,0.925,5.86463356,1.362895489,0.037039753,0.974833667,0.496856357,1.548052008,0.856527308,-0.600000024,1.97300005
557,2851840,196.8769683,15224,,1.61985651,0.749045144,0,2.97300005,22.3325,36.29369014,3,100,1.31331315,0.415886091,-0.00650432,0.005803007,0.093227281,,0.781457491,0.364249838,0,0.97299999,1.545288258,0.854976502,-0.298000012,0.031559468,23,1.0145,0.925,5.863545895,1.379677057,0.119172074,0.936636209,0.24679696,1.552957508,0.852043832,-0.600000024,1.97300005
558,2856960,199.6530842,15250,,1.62027501,0.751962005,0,2.97300005,22.35,36.33610463,3,100,1.323303133,0.407893758,0.004362489,0.008182252,0.11102775,,0.78124999,0.36468489,0,0.97299999,1.542512008,0.856817716,-0.298250012,0.029528588,23,1.0155,0.975,5.861217499,1.441889286,0.267753929,0.963007152,1.738758583,1.551300008,0.853589106,-0.600000024,1.97300005
559,2862080,189.3251512,15277,,1.61909951,0.754948569,0,2.97300005,22.4415,36.41956312,3,100,1.335519415,0.420402499,-0.004466471,0.006143855,0.085397454,,0.78032649,0.365518803,0,0.97299999,1.540540758,0.858260849,-0.298000012,0.031559468,23,1.0155,1.075,5.862228394,1.482342958,-0.117304027,0.64215368,1.793310305,1.549576508,0.854559087,-0.600000024,1.97300005
560,2867200,193.6706356,15304,,1.61764501,0.752412364,0,2.97300005,22.494,36.35194581,3,100,1.295272237,0.426258583,-0.01852138,0.008974229,0.100587716,,0.779903991,0.364850259,0,0.97299999,1.541627759,0.857191171,-0.298250012,0.029528588,23,1.014,0.95,5.859829903,1.520070076,0.126830488,1.007648826,1.704140574,1.549754009,0.853937949,-0.600000024,1.97300005
561,2872320,202.1454453,15329,,1.61920901,0.753366194,0,2.97300005,22.611,36.4000368,3,100,1.264521933,0.44536787,-0.011402579,0.006124065,0.077694566,,0.778800991,0.36528731,0,0.97299999,1.538972509,0.857661315,-0.298000012,0.031559468,23,1.0165,1.175,5.862713337,1.430726409,-0.0176544,0.848401248,0.206906815,1.547751009,0.854719532,-0.600000024,1.97300005
562,2877440,193.4745792,15355,,1.62628151,0.747832227,0,2.97300005,22.305,36.10047056,3,100,1.294162321,0.445716192,0.003540542,0.004195679,0.067741261,,0.781904991,0.362299441,0,0.97299999,1.546065009,0.851005879,-0.298000012,0.031559468,23,1.017,1.2,5.864401817,1.43579936,-0.040832307,0.812622905,0.344241207,1.555255009,0.847812019,-0.600000024,1.97300005
563,2882560,189.7705371,15382,,1.62811051,0.741640343,0,2.97300005,22.16,35.87705952,3,100,1.314070946,0.457009064,-0.004628292,0.004111224,0.068548648,,0.783409991,0.360153186,0,0.97299999,1.550481508,0.847201354,-0.298250012,0.029528588,23,1.0165,1.025,5.862333298,1.543249249,-0.138097346,0.591031849,1.036574854,1.559010008,0.844609487,-0.600000024,1.97300005
564,2887680,202.9318751,15408,,1.63570251,0.72935023,0,2.97300005,21.7895,35.44167307,3,100,1.34173581,0.458157092,0.00258635,0.006363962,0.070191127,,0.787294491,0.355666728,0,0.97299999,1.564003008,0.835129522,-0.298000012,0.031559468,23,1.015,0.95,5.859913826,1.603200674,0.196281806,1.010948777,1.843600706,1.570994508,0.832884717,-0.600000024,1.97300005
565,2892800,209.056297,15432,,1.63338301,0.731407156,0,2.97300005,21.887,35.45988199,3,100,1.329286075,0.446831758,0.001465899,0.005718407,0.065829193,,0.786366991,0.355876246,0,0.97299999,1.562746008,0.836293305,-0.298250012,0.029528588,23,1.0135,0.925,5.863268375,1.499284863,0.267825842,1.000627637,0.740898627,1.569367008,0.834006594,-0.600000024,1.97300005
566,2897920,199.4168726,15458,,1.63558551,0.729189048,0,2.97300005,21.794,35.29645257,3,100,1.342952168,0.464533374,-0.001990224,0.001815255,0.059158882,,0.787303992,0.354389146,0,0.97299999,1.564721758,0.834485672,-0.298500012,0.027345018,23,1.0135,0.925,5.866004467,1.383240342,-0.176068991,0.601570725,3.083489463,1.571104008,0.832706908,-0.600000024,1.97300005
567,2903040,208.0165418,15482,,1.63935651,0.726198294,0,2.97300005,21.672,35.12027073,3,100,1.337808836,0.452548827,0.004675916,0.002681529,0.056170219,,0.788601992,0.352601349,0,0.97299999,1.568060508,0.830398761,-0.298500012,0.027345018,23,1.014,0.95,5.863095284,1.421135664,-0.024919668,0.795945346,1.96844645,1.574852008,0.828414886,-0.600000024,1.97300005
568,2908160,202.8952545,15508,,1.63646451,0.727098293,0,2.97300005,21.74,35.19474961,3,100,1.336678994,0.462540852,0.003181458,0.004946017,0.091062881,,0.787889992,0.353382913,0,0.97299999,1.567423758,0.831717281,-0.298250012,0.029528588,23,1.013,0.9,5.860814571,1.538126826,-0.155846462,0.806792021,1.389369072,1.573640008,0.829555787,-0.600000024,1.97300005
569,2913280,201.24752,15533,,1.63897801,0.725021797,0,2.97300005,21.587,35.0504983,3,100,1.344930106,0.47108594,-0.01424582,0.004782766,0.063609753,,0.789416992,0.351969051,0,0.97299999,1.570364008,0.82882701,-0.298250012,0.029528588,23,1.013,0.85,5.859764099,1.593907952,-0.316743374,0.52968967,1.069197085,1.577117008,0.826071304,-0.600000024,1.97300005
570,2918400,194.661152,15560,,1.64358651,0.716839144,0,2.97300005,21.2655,34.72919535,3,100,1.341410512,0.470802946,-0.001852795,0.002172532,0.057357881,,0.792660492,0.348770336,0,0.97299999,1.580047008,0.82059888,-0.298000012,0.031559468,23,1.0115,0.725,5.861144543,1.519762397,-0.055982631,0.870205462,0.470991549,1.585860508,0.817779132,-0.600000024,1.97300005
571,2923520,189.7307524,15587,,1.64581651,0.715376645,0,2.97300005,21.2025,34.68252433,3,100,1.30793848,0.482714762,-0.002365097,0.003477149,0.054781795,,0.793277492,0.348313233,0,0.97299999,1.581007008,0.819234094,-0.297750012,0.033465467,23,1.013,0.8,5.864236832,1.486528873,-0.198535904,0.558831215,1.185275639,1.587177508,0.816436955,-0.600000024,1.97300005
572,2928640,198.3301653,15612,,1.64275301,0.718939494,0,2.97300005,21.386,34.85456934,3,100,1.282374978,0.483982028,0.008882162,0.010177227,0.051154265,,0.791375992,0.35015623,0,0.97299999,1.575544008,0.824017599,-0.297500012,0.03526684,23,1.0145,0.875,5.862797737,1.466583133,0.070485204,0.903799832,0.335545069,1.582076008,0.821318761,-0.600000024,1.97300005
573,2933760,205.6994013,15637,,1.65398251,0.705933527,0,2.97300005,20.819,34.369263,3,100,1.241566986,0.483111793,0.000591005,0.002453422,0.045100917,,0.797028992,0.345299301,0,0.97299999,1.589158508,0.812010733,-0.297250012,0.036978879,23,1.015,0.85,5.863907814,1.445468783,-0.092631117,0.746451735,0.44664793,1.595229008,0.809564506,-0.600000024,1.97300005
574,2938880,195.278879,15664,,1.65068951,0.709774962,0,2.97300005,20.9295,34.55651212,3,100,1.286922956,0.455062389,0.01368061,0.008039215,0.049546547,,0.795834492,0.347194992,0,0.97299999,1.586450258,0.815363357,-0.296750012,0.040180063,23,1.015,0.9,5.862615108,1.537232041,-0.268400818,0.620887935,0.969210843,1.592434508,0.812408269,-0.600000024,1.97300005
575,2944000,203.3629189,15689,,1.64590151,0.713537388,0,2.97300005,21.188,34.76479046,3,100,1.298434693,0.475524758,0.002912101,0.003809949,0.068054655,,0.793257992,0.349302197,0,0.97299999,1.580880509,0.820012631,-0.296500012,0.041686329,23,1.0155,0.925,5.865360737,1.398518562,-0.153788462,0.95303154,1.343802269,1.586958009,0.816950184,-0.600000024,1.97300005
576,2949120,182.4967553,15717,,1.654465011,0.710229102,0,2.97300005,20.903,34.49715338,3,100,1.287792951,0.47891793,0.000162988,0.004875792,0.076885371,,0.796122992,0.346619784,0,0.97299999,1.585663009,0.813793281,-0.296250012,0.043138585,23,1.018,1.1,5.869420528,1.206268549,-0.32861349,0.930381596,1.252190415,1.593473009,0.809771525,-0.600000024,1.97300005
577,2954240,211.2472293,15741,,1.659375011,0.7024189,0,2.97300005,20.614,34.23414968,3,100,1.263424414,0.473741496,0.001576946,0.001486755,0.043922713,,0.799023992,0.343967555,0,0.97299999,1.594364759,0.806442883,-0.296000012,0.044542115,23,1.017,1.05,5.868570328,1.297020078,-0.500675797,0.727042437,1.257077411,1.601074009,0.80273719,-0.600000024,1.97300005
578,2959360,199.8730508,15767,,1.652491511,0.708652302,0,2.97300005,20.9,34.50095651,3,100,1.246517253,0.474011278,-0.001347539,0.002776326,0.05464604,,0.796149992,0.34665167,0,0.97299999,1.587643259,0.81368268,-0.296500012,0.041686329,23,1.0155,0.975,5.867845535,1.393720269,-0.285127938,0.874074996,1.197297647,1.593750009,0.810576992,-0.600000024,1.97300005
579,2964480,210.40139,15791,,1.651487511,0.712202977,0,2.97300005,21.0425,34.64046324,3,100,1.262052917,0.480409199,0.00339313,0.003229101,0.067151062,,0.794767492,0.347932819,0,0.97299999,1.583562259,0.815973527,-0.296250012,0.04594494,23,1.0165,1.075,5.867536068,1.431054115,-0.270611435,0.812111318,0.421530716,1.590767509,0.812490065,-0.600000024,1.97300005
580,2969600,191.0351268,15818,,1.653848511,0.711934459,0,2.97300005,20.9645,34.5478254,3,100,1.285035104,0.475562492,0.009603137,0.003477434,0.083212068,,0.795619492,0.346895764,0,0.97299999,1.585809509,0.812944728,-0.296250012,0.04594494,23,1.016,1.1,5.865231991,1.512822628,-0.084031351,0.70720315,0.302035117,1.593719509,0.808481437,-0.600000024,1.97300005
581,2974720,198.1173229,15844,,1.65454751,0.713560368,0,2.97300005,20.9635,34.57836271,3,100,1.265634423,0.487815158,0.010409219,0.010929877,0.080521702,,0.795628492,0.347142534,0,0.97299999,1.584864426,0.812981561,-0.296083345,0.046531874,23,1.0175,1.158333333,5.863790035,1.616535425,0.097579733,0.879185617,1.148219697,1.593778509,0.807717686,-0.600000024,1.97300005
582,2979840,193.8437,15870,,1.65331801,0.711803968,0,2.97300005,21.035,34.58205857,3,100,1.238302332,0.484406848,0.004969016,0.008453812,0.059357367,,0.794984992,0.347143251,0,0.97299999,1.584262175,0.813646436,-0.296583345,0.043805045,23,1.017,1.083333333,5.864178181,1.561734915,0.066295065,0.687902153,0.255005558,1.592285008,0.809673196,-0.600000024,1.97300005
583,2984960,194.4029562,15897,,1.649755009,0.712606426,0,2.97300005,21.1335,34.70293471,3,100,1.264113456,0.477642082,0.009067846,0.004460804,0.071083399,,0.793998491,0.348292661,0,0.97299999,1.583271924,0.815998076,-0.296583345,0.043805045,23,1.0155,1.008333333,5.864123821,1.489122391,0.182465419,0.915888488,0.521809367,1.590448508,0.812664188,-0.600000024,1.97300005
584,2990080,204.1218662,15922,,1.655319008,0.703905006,0,2.97300005,20.8085,34.40091318,3,100,1.240252548,0.489489882,-0.003741797,0.003525792,0.068088052,,0.797273491,0.345234268,0,0.97299999,1.592713174,0.807287093,-0.296083345,0.046531874,23,1.0155,0.958333333,5.865019798,1.48804605,0.032697435,0.782118261,1.081000727,1.599273507,0.803889683,-0.600000024,1.97300005
585,2995200,203.1493399,15947,,1.651381008,0.705644288,0,2.97300005,20.886,34.52116748,3,100,1.235241002,0.48433229,0.00160947,0.004803507,0.077072851,,0.796475991,0.346389657,0,0.97299999,1.590981923,0.81079703,-0.296833345,0.042373668,23,1.013,0.783333333,5.861909389,1.680477023,-0.153338909,0.599595428,0.771868223,1.596426006,0.808285813,-0.600000024,1.97300005
586,3000320,198.7860958,15973,,1.645295507,0.7118223,0,2.97300005,21.2385,34.88884661,3,100,1.254435128,0.471809772,0.010437931,0.007021245,0.123050981,,0.792903491,0.350069682,0,0.97299999,1.583020923,0.818712271,-0.296583345,0.043805045,23,1.014,0.933333333,5.862679005,1.646173358,0.060606502,0.958723009,1.505296722,1.587853506,0.817047686,-0.600000024,1.97300005
587,3005440,197.2680231,15999,,1.641130007,0.71435173,0,2.97300005,21.5075,35.03358308,3,100,1.299564528,0.454642579,0.013294737,0.005461787,0.085210191,,0.790282491,0.35155007,0,0.97299999,1.578290922,0.821563009,-0.296083345,0.046531874,24,1.015,0.983333333,5.867283821,1.43386972,-0.018796669,0.84191823,0.338695736,1.583332505,0.819628082,-0.600000024,1.97300005
588,3010560,200.6788696,16024,,1.638864506,0.71874298,0,2.97300005,21.702,35.11512774,3,100,1.308853698,0.447256999,-0.000534956,0.008362638,0.107593401,,0.788331991,0.352547335,0,0.97299999,1.572626421,0.825477206,-0.296083345,0.043763173,24,1.017,1.083333333,5.86859417,1.347972393,-0.086711325,0.684603035,3.155113315,1.578682004,0.822921882,-0.600000024,1.97300005
589,3015680,203.4161469,16049,,1.627040504,0.726689372,0,2.97300005,22.277,35.48457793,3,100,1.293234313,0.437617753,0.000790482,0.008417941,0.101531304,,0.782656991,0.356322939,0,0.97299999,1.560512919,0.835961569,-0.296583345,0.040851952,24,1.016,0.983333333,5.867019176,1.394445777,0.171705946,0.945224822,0.317432915,1.565807003,0.834356381,-0.600000024,1.97300005
590,3020800,196.3243369,16075,,1.616733504,0.737596789,0,2.97300005,22.8105,35.84510552,3,100,1.278931671,0.439492969,0.013258349,0.010141805,0.240043382,,0.777305491,0.360121628,0,0.97299999,1.546742002,0.846962035,-0.296750012,0.040180063,24,1.016,1,5.863352776,1.549604297,-0.056933455,0.652670741,0.501978685,1.552805502,0.845191884,-0.600000024,1.97300005
591,3025920,200.6797716,16101,,1.614063503,0.73880932,0,2.97300005,23.002,35.89097374,3,100,1.185033333,0.461016813,-0.00888764,0.004395791,0.075047629,,0.775531991,0.360508929,0,0.97299999,1.544318501,0.847560627,-0.296750012,0.040180063,24,1.0155,0.975,5.860180378,1.667646527,-0.184987843,0.659166157,1.344111376,1.550532001,0.845454258,-0.600000024,1.97300005
592,3031040,204.8688239,16126,,1.615421002,0.735857502,0,2.97300005,23.116,35.80636178,3,100,1.141416055,0.500549017,-0.025447523,0.007419134,0.076373,,0.774605991,0.359575564,0,0.97299999,1.5437235,0.84526589,-0.297000012,0.038613469,24,1.017,1,5.860929012,1.531401992,0.049178742,0.967292726,0.96823915,1.549956,0.843601478,-0.600000024,1.97300005
593,3036160,194.7315257,16152,,1.6083955,0.740907984,0,2.97300005,23.6075,36.12926022,3,100,1.162361693,0.499259683,-0.001029993,0.004644122,0.065577367,,0.769732491,0.362864317,0,0.97299999,1.533355165,0.851887291,-0.296083345,0.043763173,24,1.0205,1.158333333,5.862925529,1.4120754,-0.210041821,0.633639157,1.611092568,1.540182498,0.850019831,-0.600000024,1.97300005
594,3041280,186.5522091,16180,,1.609733499,0.741778666,0,2.97300005,23.64,36.0480152,3,100,1.253839892,0.497663204,0.000304253,0.004485658,0.091409278,,0.76943999,0.362194853,0,0.97299999,1.531680664,0.852164078,-0.296333345,0.042333333,24,1.0215,1.258333333,5.862398624,1.44169116,-0.040376015,0.829197764,0.292975734,1.539089997,0.850522668,-0.600000024,1.97300005
595,3046400,206.878159,16205,,1.613338998,0.736774874,0,2.97300005,23.57,35.83605866,3,100,1.265214211,0.51024289,0.003116394,0.004804293,0.085268186,,0.77031999,0.360018475,0,0.97299999,1.534957913,0.846722733,-0.296083345,0.043763173,24,1.023,1.233333333,5.862796783,1.520692348,-0.073051311,0.805579841,0.437152985,1.543269996,0.844573515,-0.600000024,1.97300005
596,3051520,185.1556102,16232,,1.618981998,0.730668265,0,2.97300005,23.1265,35.54725725,3,100,1.272221804,0.507859093,0.008985964,0.002174939,0.046639867,,0.77471149,0.357076925,0,0.97299999,1.545738413,0.839981475,-0.296583345,0.040851952,24,1.0195,1.058333333,5.86181879,1.631738901,-0.2872805,0.431328833,0.394124873,1.552911496,0.837754751,-0.600000024,1.97300005
597,3056640,191.6204868,16259,,1.630691999,0.721430264,0,2.97300005,22.4375,35.12005259,3,100,1.275801504,0.50513978,0.002531923,0.002711071,0.062202763,,0.78151249,0.352695093,0,0.97299999,1.560407665,0.829568205,-0.297083345,0.03771006,24,1.0175,0.958333333,5.860298634,1.665846348,0.119888358,1.026219249,2.087559958,1.567112498,0.827286673,-0.600000024,1.97300005
