update,frames,FPS,duration,,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,,return_mean,return_std,return_min,return_max,teach_reward_mean,teach_reward_mean_std,teach_intrinr_mean,teach_intrinr_std,difficulty,goal_count,reached_per_mean,goal_entropy,goal_value,goal_policy_loss,goal_value_loss,goal_grad_norm,teacher_return_mean,teacher_return_std,teacher_return_min,teacher_return_max
147,752640,177.5275103,4282,,0.884098513,0.946205561,0,2.97300005,60.2165,45.97381459,3,100,1.195300406,0.156604652,-0.012928856,0.01974508,0.114607892,,0.403551496,0.46120308,0,0.97299999,0.704744423,1.086005081,-0.284833345,0.088462013,12,1.039,2.095833333,5.808470726,0.964244604,-0.176463977,1.231508851,4.252946117,0.712851506,1.090066687,-0.600000024,2.483999968
148,757760,169.9296963,4312,,0.883153513,0.945258311,0,2.97300005,60.339,45.90521843,3,100,1.287288445,0.152647433,0.004612209,0.009871113,0.102887021,,0.402448996,0.46051884,0,0.97299999,0.703391923,1.08517844,-0.285083345,0.087795493,12,1.039,2.095833333,0,0,0,0,0,0.711249006,1.089450875,-0.600000024,2.483999968
149,762880,180.2121241,4340,,0.884549013,0.94580495,0,2.97300005,60.2035,45.96104968,3,100,1.274023277,0.154356576,0.001063832,0.014470255,0.105717078,,0.403668496,0.461113844,0,0.97299999,0.704685923,1.085558035,-0.284833345,0.088462013,12,1.04,2.095833333,5.822076321,0.930854321,0.362237394,1.287786245,5.283717199,0.712668506,1.089605797,-0.600000024,2.483999968
150,768000,182.3063067,4368,,0.891151013,0.946561913,0,2.97300005,59.8195,46.06881722,3,100,1.273210722,0.131406132,0.012653583,0.012348983,0.072964571,,0.407374496,0.462198443,0,0.97299999,0.712059423,1.087226684,-0.284833345,0.088462013,12,1.04,2.095833333,5.836126328,0.806515932,0.061756544,1.249153972,4.030289735,0.719624506,1.090780873,-0.600000024,2.483999968
151,773120,185.9562718,4396,,0.891267013,0.947615326,0,2.97300005,59.722,46.08569969,3,100,1.289015126,0.142315055,-0.005354282,0.011529241,0.108967524,,0.408251996,0.462437703,0,0.97299999,0.712436924,1.088239889,-0.285333345,0.087123157,12,1.039,2.045833333,0,0,0,0,0,0.719802007,1.091865082,-0.600000024,2.483999968
152,778240,173.9545819,4425,,0.892141014,0.947843417,0,2.97300005,59.6675,46.1409465,3,100,1.35605315,0.131401453,0.007658194,0.008839215,0.089902577,,0.408742496,0.462941208,0,0.97299999,0.713427424,1.088416927,-0.284833345,0.088462013,12,1.04,2.095833333,5.8368783,0.837869465,0.108640455,1.216584444,0.595379684,0.720992507,1.091957765,-0.600000024,2.483999968
153,783360,176.7942175,4454,,0.877870514,0.947128792,0,2.97300005,60.37,46.01285799,3,100,1.314253509,0.110918168,0.005294256,0.016690787,0.112055019,,0.401669996,0.461736426,0,0.97299999,0.696336174,1.086094835,-0.284583345,0.089122847,12,1.0405,2.120833333,0,0,0,0,0,0.704520007,1.089701949,-0.600000024,2.483999968
154,788480,171.247785,4484,,0.872161513,0.946533547,0,2.97300005,60.6035,45.97551835,3,100,1.32691223,0.122447177,-0.009705392,0.011548056,0.097045454,,0.399268496,0.461411739,0,0.97299999,0.689274174,1.086351898,-0.285833345,0.084290338,12,1.0395,2.020833333,5.848986626,0.608973742,0.351027012,1.137562633,2.11678993,0.696518507,1.089662314,-0.600000024,2.483999968
155,793600,185.1870408,4512,,0.862881513,0.945692536,0,2.97300005,61.013,45.90260157,3,100,1.433303672,0.117836035,-0.002698786,0.00949572,0.110947457,,0.395082996,0.460755742,0,0.97299999,0.679088673,1.084987193,-0.285833345,0.082794089,12,1.04,1.995833333,0,0,0,0,0,0.686683006,1.088141875,-0.600000024,2.483999968
156,798720,177.1559969,4541,,0.879389014,0.948893105,0,2.97300005,60.1005,46.1774014,3,100,1.374904513,0.121454599,0.00085087,0.011235929,0.072088388,,0.404095496,0.463353046,0,0.97299999,0.698751174,1.088571642,-0.285583345,0.083502786,12,1.039,1.983333333,5.835318565,0.785200894,0.003011166,1.208783507,0.788015786,0.706395507,1.091402523,-0.600000024,2.483999968
157,803840,168.9180898,4571,,0.894081014,0.950354825,0,2.97300005,59.25,46.3922569,3,100,1.345969599,0.117513135,0.009988122,0.010639815,0.069951255,,0.412449996,0.465448297,0,0.97299999,0.716675674,1.092424908,-0.286083345,0.082078511,12,1.038,1.933333333,5.817284584,0.899697721,-0.268120259,1.264257193,2.757790312,0.723150007,1.094750679,-0.600000024,2.483999968
158,808960,184.0880255,4599,,0.902637015,0.95145386,0,2.97300005,58.651,46.56124138,3,100,1.445483857,0.111061695,0.009963195,0.005252667,0.056121108,,0.418240996,0.467124684,0,0.97299999,0.727755925,1.096118126,-0.287083345,0.079143637,12,1.036,1.833333333,0,0,0,0,0,0.732741008,1.097813548,-0.600000024,2.312999964
159,814080,174.211927,4629,,0.896280015,0.951377015,0,2.97300005,58.912,46.54247797,3,100,1.501140189,0.102025386,-0.009992733,0.00837274,0.081376986,,0.415491996,0.46701531,0,0.97299999,0.720056925,1.095930908,-0.286833345,0.079888638,12,1.0365,1.858333333,5.824596405,0.714561403,0.440042824,1.15717113,2.485226128,0.725142008,1.097622857,-0.600000024,2.312999964
160,819200,172.0684084,4658,,0.899130515,0.950477449,0,2.963999987,58.6875,46.56052882,3,100,1.50277918,0.109559612,-0.023840888,0.015256948,0.128851844,,0.417712496,0.467238492,0,0.97299999,0.724945675,1.097254044,-0.287333345,0.078390759,12,1.035,1.733333333,5.835407257,0.546667814,-0.122625865,1.451547742,5.565964322,0.729412508,1.098799709,-0.600000024,2.312999964
161,824320,170.5033303,4688,,0.909413016,0.952651149,0,2.963999987,58.0775,46.70193244,3,100,1.522187525,0.123125736,-0.005337132,0.00811626,0.079776253,,0.423702496,0.468615592,0,0.97299999,0.737185676,1.099524348,-0.287583345,0.077629775,12,1.034,1.683333333,0,0,0,0,0,0.741702509,1.100894927,-0.600000024,2.312999964
162,829440,183.1407384,4716,,0.906063516,0.953387407,0,2.963999987,58.0665,46.74930029,3,100,1.527102196,0.117200925,-0.002290836,0.014673553,0.127409452,,0.423651496,0.469128828,0,0.97299999,0.735002926,1.101276432,-0.288333345,0.075295713,12,1.031,1.533333333,5.816851616,0.872369826,-0.147090465,1.294619083,6.124913644,0.739101509,1.102254136,-0.600000024,2.312999964
163,834560,195.2201142,4743,,0.923731016,0.953674121,0,2.963999987,57.274,46.84066528,3,100,1.536558843,0.132970043,-0.005373702,0.018072298,0.110479711,,0.431583996,0.470033324,0,0.97299999,0.754085427,1.10231478,-0.287583345,0.077629775,12,1.0335,1.658333333,0,0,0,0,0,0.758184009,1.103424603,-0.600000024,2.312999964
164,839680,171.8309974,4772,,0.934609516,0.954268967,0,2.963999987,56.7425,46.89343444,3,100,1.503313333,0.139313693,-0.008706515,0.016046175,0.119700538,,0.437017496,0.470463437,0,0.97299999,0.76730226,1.103172905,-0.288250012,0.075742574,12,1.0315,1.575,5.816563606,0.782839537,-0.194568679,1.237196445,1.0657954,0.77116751,1.104339434,-0.600000024,2.312999964
165,844800,171.0674551,4802,,0.937217517,0.955050782,0,2.963999987,56.644,46.87946527,3,100,1.4655366,0.163787011,-0.026702937,0.023780298,0.160921436,,0.438003996,0.470366749,0,0.97299999,0.768788511,1.103132443,-0.288500012,0.074951651,12,1.032,1.6,5.789330959,1.068744779,-0.132627442,1.222869158,3.277254177,0.77280401,1.104657783,-0.600000024,2.312999964
166,849920,172.0892694,4832,,0.947564517,0.956199816,0,2.963999987,56.084,46.93231237,3,100,1.416171443,0.142853343,-0.019370131,0.02141898,0.137606346,,0.443693996,0.470809141,0,0.97299999,0.782428511,1.103866304,-0.289000012,0.073341666,12,1.0295,1.475,5.780412674,0.962180376,0.024313165,1.219180107,0.870524642,0.786694011,1.104925618,-0.600000024,2.312999964
167,855040,175.8584776,4861,,0.943836518,0.958703018,0,2.963999987,56.0425,47.01182504,3,100,1.488028443,0.12261591,0.003694662,0.009236966,0.08873469,,0.443867496,0.47165919,0,0.97299999,0.779252011,1.105910771,-0.289750012,0.070851517,12,1.027,1.35,0,0,0,0,0,0.783517511,1.106777094,-0.600000024,2.312999964
168,860160,169.3360045,4892,,0.951931518,0.958406684,0,2.963999987,55.627,47.02142991,3,100,1.400394732,0.156960651,-0.017124882,0.016225645,0.186124579,,0.448056996,0.471767462,0,0.97299999,0.789769762,1.106099479,-0.289750012,0.070851517,12,1.0265,1.325,5.785956383,0.842298448,0.13091892,1.259556174,1.858584071,0.793707012,1.106220219,-0.600000024,1.97300005
169,865280,170.8075951,4921,,0.960775019,0.958479796,0,2.963999987,55.189,47.07602658,3,100,1.461144739,0.177971231,-0.001689683,0.010347332,0.090076451,,0.452398996,0.472295838,0,0.97299999,0.800561762,1.105848453,-0.288500012,0.074951651,12,1.0285,1.425,5.768829823,1.139817476,-0.21361506,1.193527222,5.387595503,0.805149012,1.105532298,-0.600000024,1.97300005
170,870400,164.179069,4953,,0.971112019,0.958392927,0,2.901000023,54.6205,47.12021307,3,100,1.439886379,0.185734481,0.015958119,0.006597141,0.095814044,,0.458065496,0.472729084,0,0.97299999,0.813446513,1.107094297,-0.289000012,0.073341666,12,1.027,1.35,0,0,0,0,0,0.817415513,1.106653492,-0.600000024,1.97300005
171,875520,164.4750999,4984,,0.974874019,0.959920954,0,2.954999924,54.5345,47.1180094,3,100,1.40260728,0.19235329,-0.000412235,0.01514828,0.133028465,,0.458939496,0.472707234,0,0.97299999,0.814914013,1.106546445,-0.288750012,0.07415145,12,1.029,1.5,5.796835899,0.798160732,0.294608504,1.236254096,0.993631947,0.819489513,1.106353477,-0.600000024,1.97300005
172,880640,179.0242734,5012,,0.979216519,0.960121154,0,2.954999924,54.298,47.11559398,3,100,1.378851616,0.167320737,0.002577504,0.016270056,0.119535583,,0.461317996,0.472696531,0,0.97299999,0.820292513,1.106745585,-0.289000012,0.073341666,12,1.0285,1.475,5.808459759,0.788269401,-0.118687212,1.320578218,5.64784954,0.824768013,1.10657784,-0.600000024,1.97300005
173,885760,175.974466,5042,,0.988601019,0.95889502,0,2.954999924,53.9485,47.08854264,3,100,1.431030381,0.187127196,-0.002013044,0.009518748,0.081730881,,0.464963496,0.472372132,0,0.97299999,0.830688014,1.105716601,-0.288750012,0.07415145,12,1.0295,1.525,5.802958488,1.090491414,-0.076688364,1.30359745,6.004217843,0.835113513,1.105632575,-0.600000024,1.97300005
174,890880,183.0753608,5070,,1.01597502,0.958686433,0,2.954999924,52.4995,47.11803264,3,100,1.405868113,0.192625359,-0.000634913,0.008787569,0.116296101,,0.479504495,0.472615337,0,0.97299999,0.864747764,1.105853417,-0.289250012,0.072521979,12,1.027,1.4,0,0,0,0,0,0.868904514,1.105298943,-0.600000024,1.97300005
175,896000,177.8369918,5098,,1.02996652,0.959206998,0,2.954999924,51.803,47.1472713,3,100,1.426586694,0.202429486,0.007157663,0.008427049,0.080034702,,0.486472995,0.472842163,0,0.97299999,0.881066265,1.105283033,-0.289000012,0.073341666,12,1.027,1.45,5.82827425,0.907359362,-0.004989428,1.185143471,0.764009845,0.885473015,1.104432533,-0.600000024,1.97300005
176,901120,166.7142332,5129,,1.043490021,0.958410252,0,2.954999924,51.137,47.08712383,3,100,1.37322697,0.179210316,-0.001332393,0.013745563,0.099929854,,0.493216995,0.472253508,0,0.97299999,0.897310265,1.10415186,-0.289250012,0.072521979,12,1.0265,1.425,5.83925724,0.996949911,0.000616048,1.179824352,0.810184256,0.901617015,1.10329014,-0.600000024,1.97300005
177,906240,177.8735871,5158,,1.043486021,0.958173507,0,2.963999987,51.247,47.04541413,3,100,1.420249033,0.158404966,0.017093557,0.011842026,0.09666399,,0.492176995,0.471865873,0,0.97299999,0.895052015,1.103483869,-0.289250012,0.072521979,12,1.028,1.5,0,0,0,0,0,0.899477015,1.103132263,-0.600000024,1.97300005
178,911360,174.4604163,5187,,1.060123521,0.956428187,0,2.963999987,50.6,46.94943024,3,100,1.341099459,0.197102165,-0.002829436,0.010425947,0.106503991,,0.498849995,0.47085773,0,0.97299999,0.912577516,1.100382442,-0.288500012,0.074951651,12,1.03,1.6,5.858206749,0.839110136,0.27297312,1.223394156,0.504638643,0.918100015,1.100205334,-0.600000024,1.97300005
179,916480,171.24969,5217,,1.076182521,0.955651853,0,2.963999987,49.846,46.91803794,3,100,1.30803616,0.208886179,0.004402321,0.013838314,0.104888142,,0.506435995,0.47048866,0,0.97299999,0.930313516,1.099050354,-0.288750012,0.07415145,12,1.03,1.65,5.862021446,0.70927918,-0.079627648,1.328090191,10.29384007,0.935586016,1.099030891,-0.600000024,1.97300005
180,921600,172.1160008,5247,,1.085399521,0.955411655,0,2.963999987,49.48,46.88732878,3,100,1.304538405,0.208481231,-0.014957304,0.017149235,0.131120463,,0.510179995,0.470115321,0,0.97299999,0.939011766,1.097618944,-0.288750012,0.07415145,12,1.031,1.7,5.848945618,1.07810545,-0.347399741,1.270798445,6.046710972,0.944880016,1.097554096,-0.600000024,1.97300005
181,926720,173.4728337,5277,,1.102626521,0.952765332,0,2.963999987,48.777,46.76807962,3,100,1.381498545,0.198149378,-0.001799615,0.011838609,0.115216034,,0.517356995,0.468906279,0,0.97299999,0.957572099,1.09449379,-0.288416679,0.075584711,12,1.0325,1.808333333,0,0,0,0,0,0.963657016,1.094445847,-0.600000024,1.97300005
182,931840,168.93169,5307,,1.09413602,0.953588779,0,2.963999987,49.199,46.74669399,3,100,1.366048247,0.188161031,0.006231472,0.014891801,0.099007673,,0.513208995,0.468725839,0,0.97299999,0.948874099,1.094794022,-0.288416679,0.075584711,12,1.0315,1.758333333,5.855672359,0.944161832,0.068851538,1.17972374,1.537296444,0.955259015,1.094409335,-0.600000024,1.97300005
183,936960,173.7142669,5336,,1.08578002,0.954160072,0,2.963999987,49.6215,46.77034571,3,100,1.349651742,0.180824281,0.012603791,0.007747805,0.093389641,,0.508856495,0.469098599,0,0.97299999,0.938371598,1.095780905,-0.287416679,0.080242644,12,1.0335,1.908333333,5.861405849,0.819339037,0.089001253,1.279911995,4.536466745,0.944656515,1.095721995,-0.600000024,1.97300005
184,942080,181.8509867,5365,,1.08661652,0.955031616,0,2.963999987,49.4995,46.84306779,3,100,1.477694345,0.153351446,0.010468672,0.01070966,0.117671347,,0.509904494,0.469839067,0,0.97299999,0.939269599,1.096541648,-0.286916679,0.08170709,12,1.034,1.933333333,0,0,0,0,0,0.945904515,1.096168867,-0.600000024,1.97300005
185,947200,173.074217,5394,,1.096639521,0.95303259,0,2.963999987,48.991,46.79258402,3,100,1.419074494,0.192561074,-0.004587081,0.013262704,0.113475053,,0.515030994,0.469321689,0,0.97299999,0.952096349,1.09528829,-0.286916679,0.08170709,13,1.0335,1.908333333,5.860376835,0.854585171,0.277264655,1.244598269,0.821316209,0.958331015,1.094748799,-0.600000024,1.97300005
186,952320,170.6766824,5424,,1.096766021,0.953628718,0,2.963999987,49.1085,46.80711194,3,100,1.319682628,0.17661939,-0.001465487,0.012183997,0.092842035,,0.513823494,0.469488015,0,0.97299999,0.948811349,1.094553431,-0.285916679,0.086016754,13,1.0365,2.108333333,5.861176968,0.787352026,-0.208481401,1.203928351,2.953327673,0.955773515,1.094514076,-0.600000024,1.97300005
187,957440,175.6933036,5453,,1.103063521,0.952554257,0,2.963999987,48.8865,46.80869169,3,100,1.381342161,0.185420901,0.002629055,0.006773164,0.075150966,,0.516121494,0.469391111,0,0.97299999,0.954303599,1.093939951,-0.286166679,0.085327962,13,1.037,2.133333333,5.844898224,1.136504292,-0.268706083,1.314491034,5.122721855,0.961321516,1.094731909,-0.600000024,2.22300005
188,962560,172.5593583,5483,,1.101720521,0.953306914,0,2.963999987,48.915,46.7999976,3,100,1.3758169,0.161811838,-0.00149588,0.013243696,0.094154924,,0.515864994,0.469296892,0,0.97299999,0.953047099,1.094684912,-0.287166679,0.082507744,13,1.035,2.033333333,0,0,0,0,0,0.959665016,1.095725294,-0.600000024,2.22300005
189,967680,179.3199606,5512,,1.102856021,0.952367326,0,2.963999987,48.918,46.76929843,3,100,1.368033457,0.170896894,-0.002966003,0.015333307,0.134209361,,0.515837994,0.469046405,0,0.97299999,0.953270099,1.094334523,-0.286916679,0.083222885,13,1.0365,2.108333333,5.851748943,0.964241564,0.248779833,1.225625038,1.405809725,0.959688015,1.09569972,-0.600000024,2.22300005
190,972800,175.4546,5541,,1.098355021,0.951588851,0,2.963999987,49.084,46.76165036,3,100,1.340693378,0.208993912,0.000738373,0.017780549,0.106331411,,0.514093994,0.469092235,0,0.97299999,0.949439099,1.094806056,-0.286166679,0.085327962,13,1.0365,2.058333333,5.858565807,0.76951313,0.003761988,1.357894421,4.494170229,0.956194015,1.096405655,-0.600000024,2.57400012
191,977920,162.9418346,5572,,1.10753102,0.951099661,0,2.97300005,48.6665,46.68486133,3,100,1.315741402,0.200932012,0.002473599,0.017759018,0.134410533,,0.518351494,0.468326789,0,0.97299999,0.959128349,1.093299733,-0.286666679,0.083931189,13,1.036,2.033333333,5.848630428,1.015573144,-0.025890034,1.24268651,2.845409591,0.966101515,1.095073701,-0.600000024,2.57400012
192,983040,170.0881157,5602,,1.106756021,0.952019957,0,2.97300005,48.735,46.71531628,3,100,1.225005311,0.20330807,0.006496586,0.019908593,0.110575319,,0.517684994,0.468565189,0,0.97299999,0.957002599,1.093552169,-0.286916679,0.084711561,13,1.0355,2.058333333,0,0,0,0,0,0.963935015,1.095813201,-0.600000024,2.57400012
193,988160,172.7476555,5632,,1.10089152,0.953008764,0,2.97300005,49.134,46.70297682,3,100,1.239127284,0.22601054,-0.012342953,0.018286119,0.152658995,,0.513693994,0.468526655,0,0.97299999,0.948561599,1.093659851,-0.285666679,0.089536461,13,1.037,2.233333333,5.85567522,0.901099861,0.030643445,1.194356084,0.320855176,0.955794015,1.095794571,-0.600000024,2.57400012
194,993280,170.5418895,5662,,1.11133202,0.951770281,0,2.97300005,48.6055,46.63157589,3,100,1.309871513,0.22997522,-0.000700606,0.009461324,0.107765341,,0.518950494,0.467897693,0,0.97299999,0.959818099,1.092960344,-0.286166679,0.088209189,13,1.0365,2.208333333,5.857550144,0.885788798,-0.029139724,1.189726233,1.065576212,0.966700515,1.095337928,-0.600000024,2.57400012
195,998400,173.4167982,5692,,1.121656021,0.952200991,0,2.97300005,48.1115,46.5608856,3,100,1.341704178,0.224472393,-0.018644444,0.025435488,0.142173998,,0.523946493,0.46718443,0,0.97299999,0.970020349,1.091522221,-0.286666679,0.086858761,13,1.0355,2.158333333,5.84090519,1.230510473,-0.404268295,1.123887897,3.687488582,0.978146516,1.09395261,-0.600000024,2.57400012
196,1003520,168.6026214,5722,,1.139680521,0.946555264,0,2.97300005,47.263,46.43526495,3,100,1.337059337,0.227070864,-0.011063912,0.017144924,0.107702055,,0.532632993,0.465789767,0,0.97299999,0.993955933,1.087513033,-0.286583345,0.087403876,13,1.0345,2.091666667,5.837269783,1.127314329,0.129530802,1.196352839,1.620020863,1.001283016,1.089094088,-0.600000024,2.57400012
197,1008640,169.3059823,5752,,1.134788521,0.949005041,0,2.97300005,47.545,46.45375092,3,100,1.311530012,0.23847977,-0.008906528,0.016292582,0.119405132,,0.529844993,0.465967798,0,0.97299999,0.986540433,1.087938945,-0.286833345,0.086724179,13,1.0345,2.091666667,0,0,0,0,0,0.994745016,1.089621796,-0.600000024,2.57400012
198,1013760,177.0064364,5781,,1.137612021,0.948200937,0,2.97300005,47.3335,46.4361204,3,100,1.300366294,0.199417181,0.005838834,0.008591842,0.090561731,,0.531848493,0.465894646,0,0.97299999,0.990093933,1.087905379,-0.286583345,0.087403876,13,1.035,2.066666667,5.837460518,0.961716831,0.106789798,1.240427136,2.250156637,0.998398516,1.089497427,-0.600000024,2.57400012
199,1018880,169.8265464,5811,,1.152409022,0.945748426,0,2.97300005,46.5475,46.3783866,3,100,1.149013716,0.220464742,-0.017254927,0.023923355,0.128421221,,0.539622493,0.46533336,0,0.97299999,1.007594101,1.085598226,-0.285916679,0.088875654,13,1.0355,2.108333333,5.819943905,1.285638809,-0.202220246,1.131943941,4.707525804,1.016122517,1.087393032,-0.600000024,2.57400012
200,1024000,167.6314282,5842,,1.157678022,0.945984236,0,2.97300005,46.1965,46.42516438,3,100,1.15574252,0.16757726,0.019341738,0.010371141,0.138700713,,0.542981493,0.465780525,0,0.97299999,1.013553101,1.085850045,-0.285916679,0.088875654,13,1.0355,2.108333333,5.816740513,1.168395638,0.098357283,1.199451804,1.610866333,1.022081517,1.087597709,-0.600000024,2.57400012
201,1029120,170.8062107,5872,,1.163407523,0.945624893,0,2.97300005,45.8625,46.37219634,3,100,1.140572059,0.194807953,0.007765723,0.012699951,0.098634435,,0.546387493,0.465192867,0,0.97299999,1.021159101,1.084923775,-0.286916679,0.084711561,13,1.0335,1.958333333,5.826101303,0.983227372,0.118445769,1.252038956,2.168928334,1.029787518,1.086338976,-0.600000024,2.57400012
202,1034240,161.9834657,5903,,1.171390523,0.943326032,0,2.97300005,45.5435,46.29937481,3,100,1.062970376,0.20424621,-0.009678977,0.017158338,0.114650965,,0.549708493,0.464373558,0,0.97299999,1.030080101,1.082774688,-0.287166679,0.084009093,13,1.0335,1.958333333,0,0,0,0,0,1.038458518,1.08439575,-0.600000024,2.57400012
203,1039360,175.1353424,5933,,1.184687523,0.940486907,0,2.97300005,44.8955,46.20463808,3,100,1.004802629,0.228618244,-0.00870528,0.010971869,0.109278272,,0.556140493,0.463462159,0,0.97299999,1.044525935,1.080638434,-0.287083345,0.08457307,13,1.0345,1.991666667,5.836024761,1.113827109,0.02462453,1.188074708,0.731793702,1.052890518,1.082192028,-0.600000024,2.57400012
204,1044480,189.5270389,5960,,1.169859022,0.942533397,0,2.97300005,45.6625,46.24766582,3,100,1.069569921,0.208266823,0.017545779,0.015184555,0.138550647,,0.548537493,0.46397021,0,0.97299999,1.027980434,1.083296722,-0.287083345,0.083081912,13,1.0345,1.941666667,5.841993332,1.087761283,-0.100743502,1.116075397,1.230577565,1.036687518,1.084845304,-0.600000024,2.57400012
205,1049600,197.4484908,5986,,1.171565022,0.94368448,0,2.97300005,45.4655,46.21959335,3,100,1.042075682,0.206039589,0.003260951,0.012883993,0.110367013,,0.550410493,0.463790511,0,0.97299999,1.030657934,1.083597451,-0.287583345,0.08164111,13,1.033,1.866666667,5.836798668,1.040359497,0.121717148,1.213323236,0.628886201,1.039310517,1.084421045,-0.600000024,2.57400012
206,1054720,194.7156948,6012,,1.199083023,0.938251297,0,2.97300005,44.1545,46.0015503,3,100,0.9918006,0.240640146,-0.005127612,0.010872727,0.115754319,,0.563609492,0.461508492,0,0.97299999,1.061288185,1.077533013,-0.287833345,0.080909929,13,1.0325,1.841666667,5.83002758,0.937684536,-0.123513401,1.162298799,2.34856386,1.070359518,1.078709302,-0.600000024,2.57400012
207,1059840,199.5073333,6038,,1.205992523,0.937393019,0,2.97300005,43.67,45.92448258,3,100,0.969862214,0.234966479,0.002665086,0.006391441,0.089762817,,0.568419992,0.460749373,0,0.97299999,1.071492185,1.076465876,-0.288833345,0.0779086,13,1.03,1.716666667,0,0,0,0,0,1.079770018,1.077053707,-0.600000024,2.474999905
208,1064960,197.9688954,6064,,1.213961023,0.935497124,0,2.963999987,43.2715,45.80711503,3,100,0.972349048,0.248796605,-0.016380855,0.015337267,0.114779621,,0.572456492,0.459591584,0,0.97299999,1.080628686,1.074545726,-0.289583345,0.073898156,13,1.0295,1.641666667,5.809542656,1.165174365,-0.098451085,1.194277406,1.129879776,1.088806519,1.075137635,-0.600000024,2.474999905
209,1070080,197.6336486,6089,,1.232611523,0.928633339,0,2.963999987,42.3375,45.56401644,3,100,0.986955571,0.238801889,-0.011880337,0.011099844,0.109717696,,0.581912492,0.457110336,0,0.97299999,1.104793936,1.067912166,-0.289083345,0.075500138,14,1.0295,1.591666667,5.804549694,1.086256385,-0.163827881,1.150033116,0.505544713,1.112912519,1.067907086,-0.600000024,2.474999905
210,1075200,190.5329357,6116,,1.236043024,0.928686687,0,2.963999987,42.1015,45.56201486,3,100,1.01627588,0.239004994,0.004955768,0.0084549,0.100849369,,0.584136491,0.45714949,0,0.97299999,1.108022186,1.067611986,-0.289333345,0.073011414,14,1.0305,1.591666667,5.781307697,1.318055511,-0.146460071,1.014639616,1.630372549,1.116636519,1.067532151,-0.600000024,2.474999905
211,1080320,197.6071299,6142,,1.240236024,0.92596078,0,2.963999987,41.8545,45.50788206,3,100,0.963857147,0.244657476,0.00209401,0.006856502,0.096232042,,0.586559491,0.456657457,0,0.97299999,1.113354436,1.067037677,-0.289583345,0.072186823,14,1.0305,1.541666667,5.779077053,1.206073046,-0.009314267,1.126157641,0.992940321,1.121159519,1.067392812,-0.600000024,2.474999905
212,1085440,193.6499858,6169,,1.242194024,0.925551221,0,2.97300005,41.7335,45.4920595,3,100,0.947899789,0.236839302,-0.002364868,0.010016827,0.11117673,,0.587698491,0.456558517,0,0.97299999,1.115126353,1.066997811,-0.289916679,0.070679195,14,1.03,1.533333333,5.78746748,1.121416688,0.131691247,1.170637488,1.646538904,1.12209852,1.067551227,-0.600000024,2.474999905
213,1090560,195.7835182,6195,,1.249752024,0.923694278,0,2.97300005,41.3115,45.41861367,3,100,0.918349838,0.258021061,-0.010284351,0.014060526,0.127850301,,0.591896491,0.455796289,0,0.97299999,1.123990353,1.065864759,-0.290666679,0.06808165,14,1.029,1.483333333,5.786319256,1.221617103,0.02926678,1.110528469,0.97316497,1.13029652,1.066668742,-0.600000024,2.474999905
214,1095680,195.9476037,6221,,1.261429524,0.920082621,0,2.97300005,40.808,45.2446697,3,100,0.945725438,0.264618129,-0.009869069,0.01674182,0.133814734,,0.597077991,0.453972542,0,0.97299999,1.137871854,1.060860089,-0.289916679,0.07242616,14,1.029,1.533333333,5.796136379,1.230808496,-0.12990734,1.002082348,0.561953005,1.14442802,1.061280556,-0.600000024,2.474999905
215,1100800,188.8577218,6248,,1.261172524,0.918388643,0,2.97300005,40.7755,45.19387237,3,100,0.980970567,0.280059401,-0.010310775,0.013785449,0.145374802,,0.597470491,0.453464798,0,0.97299999,1.139750603,1.060425916,-0.290666679,0.06989357,14,1.027,1.383333333,5.798853397,1.33336997,-0.07584922,1.004029632,0.585541623,1.14522052,1.06070047,-0.600000024,2.474999905
216,1105920,180.137946,6277,,1.277595024,0.914654217,0,2.97300005,39.9455,44.94902145,3,100,1.004705936,0.261565871,0.024712375,0.009290623,0.133188097,,0.605790491,0.451031619,0,0.97299999,1.157870604,1.056021097,-0.291916679,0.06543609,14,1.025,1.333333333,5.817110538,1.053184271,0.14860931,1.176569104,3.145549914,1.16269052,1.05684039,-0.600000024,2.474999905
217,1111040,197.4904941,6303,,1.284078024,0.912188831,0,2.97300005,39.633,44.83500096,3,100,1.003417397,0.263400201,0.018268502,0.010129521,0.122672692,,0.608902991,0.449955823,0,0.97299999,1.165633104,1.053012732,-0.291166679,0.068148327,14,1.0265,1.408333333,5.818650246,1.133459091,-0.15011552,1.062542319,1.365161582,1.17075302,1.053550984,-0.600000024,2.474999905
218,1116160,194.3459063,6329,,1.282951024,0.913165353,0,2.97300005,39.5395,44.84211681,3,100,1.024556956,0.240050505,0.014034777,0.012699862,0.157144211,,0.60974449,0.450077578,0,0.97299999,1.166579021,1.053713761,-0.291500012,0.066541341,14,1.0245,1.325,5.820786476,1.309454322,0.141453803,1.252624631,3.966408575,1.17119452,1.054252855,-0.600000024,2.474999905
219,1121280,199.8265639,6355,,1.301315025,0.908664856,0,2.97300005,38.5345,44.6019485,3,100,1.076771522,0.228732923,0.020786753,0.006839122,0.095093131,,0.61968949,0.447691276,0,0.97299999,1.188125771,1.047910515,-0.292000012,0.064699304,14,1.0235,1.325,0,0,0,0,0,1.192139521,1.048293149,-0.600000024,2.474999905
